"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"iolI","","hypothetical protein","4","26","60","118","6.25","81.94444444444444","0.30256410256410254","0.031270175177539695","1.0","0.8405197959107166","8","4","6","0.2890624999999999","1.0"
"group_1567","","hypothetical protein","31","94","33","50","48.4375","34.72222222222222","0.4996776273372018","0.031306832483524935","1.0","0.8405197959107166","14","9","10","0.17956542968750003","0.4239501953124999"
"appA","","hypothetical protein","31","94","33","50","48.4375","34.72222222222222","0.4996776273372018","0.031306832483524935","1.0","0.8405197959107166","18","14","9","0.0308837890625","1.0"
"group_1672","","putative protein","46","80","18","64","71.875","44.44444444444444","2.0444444444444443","0.031412181045449614","1.0","0.8405197959107166","8","6","7","0.0703125","0.2890624999999999"
"group_3358","tri1","ADP-ribosylarginine hydrolase Tri1","6","32","58","112","9.375","77.77777777777779","0.3620689655172414","0.031919055798282706","1.0","0.8405197959107166","21","5","16","0.026603698730468753","0.026603698730468753"
"group_3492","","putative protein","6","32","58","112","9.375","77.77777777777779","0.3620689655172414","0.031919055798282706","1.0","0.8405197959107166","10","4","7","0.3437499999999999","0.7539062500000002"
"bcsE","","Cyclic di-GMP binding protein BcsE","6","32","58","112","9.375","77.77777777777779","0.3620689655172414","0.031919055798282706","1.0","0.8405197959107166","11","3","8","0.22656250000000003","0.22656250000000003"
"group_3632","","hypothetical protein","6","32","58","112","9.375","77.77777777777779","0.3620689655172414","0.031919055798282706","1.0","0.8405197959107166","7","3","5","0.4531249999999996","0.9999999999999998"
"group_3797","","hypothetical protein","6","32","58","112","9.375","77.77777777777779","0.3620689655172414","0.031919055798282706","1.0","0.8405197959107166","8","4","6","0.2890624999999999","1.0"
"group_3684","","hypothetical protein","17","20","47","124","26.5625","86.11111111111111","2.2425531914893617","0.032034088626658914","1.0","0.8405197959107166","22","13","12","0.5234670639038081","0.831811904907225"
"group_3806","","hypothetical protein","17","20","47","124","26.5625","86.11111111111111","2.2425531914893617","0.032034088626658914","1.0","0.8405197959107166","8","6","3","0.2890624999999999","0.7265625000000002"
"folD","","Bifunctional protein FolD protein","60","143","4","1","93.75","0.6944444444444444","0.1048951048951049","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_10031","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_10044","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_10059","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","5","4","1","0.375","0.375"
"group_10075","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","2","1","1.0","1.0"
"lip1","","Poly(ethylene terephthalate) hydrolase","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","4","3","1","0.625","0.625"
"group_10183","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","2","1","1.0","1.0"
"group_10231","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","3","1","0.25","1.0"
"group_10234","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","3","1","0.25","1.0"
"group_10250","ribN","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","2","1","1.0","1.0"
"group_10256","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","5","4","1","0.375","0.375"
"group_10278","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","4","3","1","0.625","0.625"
"group_10290","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","2","2","1","0.5","1.0"
"group_10292","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","2","2","1","0.5","1.0"
"group_10293","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","3","1","0.25","1.0"
"nisB","","Nisin biosynthesis protein NisB","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","2","2","1","0.5","1.0"
"group_10314","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","4","4","1","0.125","0.625"
"group_10346","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","2","1","1","1.0","1.0"
"group_10352","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","5","4","1","0.375","0.375"
"group_10354","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","5","4","1","0.375","0.375"
"group_10373","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","3","1","0.25","1.0"
"recB_2","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","3","1","0.25","1.0"
"group_10438","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","2","2","1","0.5","1.0"
"group_10445","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","2","1","1","1.0","1.0"
"group_10568","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_10689","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","5","4","1","0.375","0.375"
"group_10690","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","5","4","1","0.375","0.375"
"group_10694","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","5","4","1","0.375","0.375"
"group_10713","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","2","1","1","1.0","1.0"
"fkbM","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","5","4","1","0.375","0.375"
"group_10772","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","4","4","1","0.125","0.625"
"group_10785","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","4","3","1","0.625","0.625"
"group_10859","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","3","1","0.25","1.0"
"group_10872","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","5","4","1","0.375","0.375"
"group_10890","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","2","1","1","1.0","1.0"
"ce2C","","Acetylxylan esterase / glucomannan deacetylase","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","2","1","1.0","1.0"
"group_10996","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","5","4","1","0.375","0.375"
"group_11159","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","5","4","1","0.375","0.375"
"group_11255","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11256","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11257","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11260","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11262","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11263","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11264","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11266","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11267","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11269","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"mtoX","","Methanethiol oxidase","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11272","bamC","Outer membrane protein assembly factor BamC","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11273","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11275","der_1","GTPase Der","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11276","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11278","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11282","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11283","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"mmpI","","Major membrane protein I","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"fchA","","Methenyltetrahydrofolate cyclohydrolase","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11286","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11287","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11288","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11289","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11290","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11291","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_11306","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","3","1","0.25","1.0"
"group_11320","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","4","3","1","0.625","0.625"
"group_11328","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","2","1","1.0","1.0"
"group_11340","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","5","4","1","0.375","0.375"
"group_11370","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","4","4","1","0.125","0.625"
"group_11410","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","4","3","1","0.625","0.625"
"group_11469","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","3","1","0.25","1.0"
"group_11853","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","2","1","1","1.0","1.0"
"group_12690","dap_4","D-aminopeptidase","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","2","1","1","1.0","1.0"
"group_12935","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_3298","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","3","1","0.25","1.0"
"group_3508","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","3","1","0.25","1.0"
"dap_3","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","3","1","0.25","1.0"
"group_6125","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_6817","","IS4 family transposase ISVa14","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","5","4","1","0.375","0.375"
"group_7217","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","3","1","0.25","1.0"
"smbP","","Metal-binding protein SmbP","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_7548","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_7549","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_7550","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_7551","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_7553","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_7639","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","2","2","1","0.5","1.0"
"group_8527","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","2","1","1.0","1.0"
"pmoA1_2","","Particulate methane monooxygenase beta subunit","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"pmoB1_2","","Particulate methane monooxygenase alpha subunit","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_8704","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","2","2","1","0.5","1.0"
"group_9192","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"tolC_3","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_9309","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","5","4","1","0.375","0.375"
"group_9344","ytfE","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","3","1","0.25","1.0"
"group_9371","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","3","1","0.25","1.0"
"group_9377","moaA_2","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","5","4","1","0.375","0.375"
"group_9422","recF_4","DNA replication and repair protein RecF","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","2","2","1","0.5","1.0"
"group_9425","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","4","4","1","0.125","0.625"
"pyrK","","Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","2","1","1.0","1.0"
"group_9536","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","2","1","1","1.0","1.0"
"group_9604","cmoA_2","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","1","1","1","1.0","1.0"
"group_9716","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","5","4","1","0.375","0.375"
"group_9890","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","3","2","1","1.0","1.0"
"group_9892","","hypothetical protein","4","1","60","143","6.25","99.30555555555556","9.533333333333333","0.03206651190988048","1.0","0.8405197959107166","5","4","1","0.375","0.375"
"group_3494","","hypothetical protein","4","25","60","119","6.25","82.63888888888889","0.31733333333333336","0.03219719374842274","1.0","0.8405197959107166","12","3","10","0.038574218750000014","0.14599609375000003"
"group_4363","","hypothetical protein","4","25","60","119","6.25","82.63888888888889","0.31733333333333336","0.03219719374842274","1.0","0.8405197959107166","8","2","6","0.2890624999999999","0.2890624999999999"
"group_4373","","hypothetical protein","4","25","60","119","6.25","82.63888888888889","0.31733333333333336","0.03219719374842274","1.0","0.8405197959107166","6","4","4","0.6875000000000002","0.6875000000000002"
"group_4449","bm3R1","hypothetical protein","4","25","60","119","6.25","82.63888888888889","0.31733333333333336","0.03219719374842274","1.0","0.8405197959107166","8","3","6","0.2890624999999999","0.7265625000000002"
"group_4893","","hypothetical protein","4","25","60","119","6.25","82.63888888888889","0.31733333333333336","0.03219719374842274","1.0","0.8405197959107166","9","3","7","0.17968750000000003","0.5078125"
"group_1142","","DNA-binding protein","38","108","26","36","59.375","25.0","0.48717948717948717","0.03221556654745271","1.0","0.8405197959107166","23","10","14","0.4048728942871095","0.6776394844055175"
"pkwA","","hypothetical protein","26","36","38","108","40.625","75.0","2.0526315789473686","0.03221556654745271","1.0","0.8405197959107166","11","7","7","0.548828125","0.548828125"
"group_1533","","hypothetical protein","45","77","19","67","70.3125","46.52777777777778","2.0608339029391662","0.03226231165290519","1.0","0.8405197959107166","12","9","8","0.14599609375000003","0.3876953125000001"
"pepD","","Cytosol non-specific dipeptidase","45","77","19","67","70.3125","46.52777777777778","2.0608339029391662","0.03226231165290519","1.0","0.8405197959107166","11","8","7","0.22656250000000003","0.548828125"
"ycjX","","putative protein YcjX","45","77","19","67","70.3125","46.52777777777778","2.0608339029391662","0.03226231165290519","1.0","0.8405197959107166","12","9","8","0.14599609375000003","0.3876953125000001"
"arnD","","putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD","12","48","52","96","18.75","66.66666666666666","0.46153846153846156","0.03271061248603523","1.0","0.8405197959107166","13","6","8","0.5810546875","0.9999999999999999"
"ycdZ","","Inner membrane protein YcdZ","12","48","52","96","18.75","66.66666666666666","0.46153846153846156","0.03271061248603523","1.0","0.8405197959107166","11","4","9","0.06542968749999997","0.548828125"
"group_2774","","hypothetical protein","12","48","52","96","18.75","66.66666666666666","0.46153846153846156","0.03271061248603523","1.0","0.8405197959107166","7","5","5","0.4531249999999996","0.4531249999999996"
"pgpB","","hypothetical protein","52","96","12","48","81.25","33.33333333333333","2.1666666666666665","0.03271061248603524","1.0","0.8405197959107166","15","9","10","0.30175781250000017","0.6072387695312501"
"ybjJ","","Inner membrane protein YbjJ","19","66","45","78","29.6875","54.166666666666664","0.498989898989899","0.03282232937378427","1.0","0.8405197959107166","14","9","7","0.4239501953124999","1.0"
"group_3566","","hypothetical protein","18","21","46","123","28.125","85.41666666666666","2.2919254658385095","0.03298674460699687","1.0","0.8405197959107166","16","9","10","0.45449829101562506","0.8036193847656252"
"citG","","2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase","20","69","44","75","31.25","52.083333333333336","0.49407114624505927","0.03317921046471567","1.0","0.8405197959107166","16","10","10","0.45449829101562506","0.45449829101562506"
"group_2025","","hypothetical protein","20","69","44","75","31.25","52.083333333333336","0.49407114624505927","0.03317921046471567","1.0","0.8405197959107166","15","8","10","0.30175781250000017","0.9999999999999997"
"eutC","","Ethanolamine ammonia-lyase light chain","20","69","44","75","31.25","52.083333333333336","0.49407114624505927","0.03317921046471567","1.0","0.8405197959107166","22","13","13","0.5234670639038081","0.5234670639038081"
"arnT","","Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase","30","91","34","53","46.875","36.80555555555556","0.5138978668390433","0.033219774260674795","1.0","0.8405197959107166","28","13","18","0.18493334203958517","0.8505540192127226"
"cra","","HTH-type transcriptional regulator GntR","49","128","15","16","76.5625","11.11111111111111","0.4083333333333333","0.03329737378544381","1.0","0.8405197959107166","12","8","8","0.3876953125000001","0.3876953125000001"
"group_1546","","IS481 family transposase ISErsp1","15","16","49","128","23.4375","88.88888888888889","2.4489795918367347","0.03329737378544381","1.0","0.8405197959107166","24","13","12","0.8388197422027595","1.0"
"group_4112","","hypothetical protein","15","16","49","128","23.4375","88.88888888888889","2.4489795918367347","0.03329737378544381","1.0","0.8405197959107166","7","5","7","0.015625","0.4531249999999996"
"group_5519","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","1","0","1","1.0","1.0"
"group_6249","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","6","0","6","0.03125","0.03125"
"group_6377","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","2","0","2","0.5","0.5"
"group_6378","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","8","0","8","0.0078125","0.0078125"
"group_6439","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","6","0","6","0.03125","0.03125"
"group_6765","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","2","0","2","0.5","0.5"
"group_6766","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","2","0","2","0.5","0.5"
"group_6787","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","7","0","7","0.015625","0.015625"
"group_6921","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","1","0","1","1.0","1.0"
"group_7017","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","2","0","2","0.5","0.5"
"group_7100","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","1","0","1","1.0","1.0"
"group_7225","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","1","0","1","1.0","1.0"
"group_7233","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","2","0","2","0.5","0.5"
"group_7234","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","1","0","1","1.0","1.0"
"group_7238","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","1","0","1","1.0","1.0"
"group_7328","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","1","0","1","1.0","1.0"
"group_7329","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","2","0","2","0.5","0.5"
"group_7336","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","2","0","2","0.5","0.5"
"group_7339","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","2","0","2","0.5","0.5"
"group_7366","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","1","0","1","1.0","1.0"
"group_7388","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","7","0","7","0.015625","0.015625"
"group_7404","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","4","0","4","0.125","0.125"
"group_7405","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","4","0","4","0.125","0.125"
"group_7421","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","1","0","1","1.0","1.0"
"group_7422","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","1","0","1","1.0","1.0"
"nagJ","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","4","0","4","0.125","0.125"
