"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"traC","","hypothetical protein","95","23","84","6","53.072625698324025","20.689655172413794","0.2950310559006211","0.008556703491602587","1.0","1.0","21","6","16","0.026603698730468753","0.07835388183593749"
"qorB","","Quinone oxidoreductase 2","84","6","95","23","46.927374301675975","79.3103448275862","3.389473684210526","0.008556703491602587","1.0","1.0","19","14","6","0.06356811523437494","0.16706848144531244"
"group_2443","","hypothetical protein","63","3","116","26","35.19553072625698","89.65517241379311","4.706896551724138","0.008753962068468077","1.0","1.0","13","10","3","0.09228515625000003","0.09228515625000003"
"marR","","hypothetical protein","62","3","117","26","34.63687150837989","89.65517241379311","4.592592592592593","0.00879795228394904","1.0","1.0","15","13","2","0.007385253906249998","0.007385253906249998"
"pyrD","","Dihydroorotate dehydrogenase (quinone)","178","26","1","3","99.4413407821229","10.344827586206897","20.53846153846154","0.008946824880790792","1.0","1.0","2","2","1","0.5","1.0"
"group_11939","","hypothetical protein","1","3","178","26","0.5586592178770949","89.65517241379311","0.04868913857677903","0.008946824880790792","1.0","1.0","3","1","2","1.0","1.0"
"group_12452","","hypothetical protein","1","3","178","26","0.5586592178770949","89.65517241379311","0.04868913857677903","0.008946824880790792","1.0","1.0","3","1","3","0.25","1.0"
"group_13099","","hypothetical protein","1","3","178","26","0.5586592178770949","89.65517241379311","0.04868913857677903","0.008946824880790792","1.0","1.0","4","1","3","0.625","0.625"
"group_13103","","hypothetical protein","1","3","178","26","0.5586592178770949","89.65517241379311","0.04868913857677903","0.008946824880790792","1.0","1.0","4","1","3","0.625","0.625"
"group_13461","","hypothetical protein","1","3","178","26","0.5586592178770949","89.65517241379311","0.04868913857677903","0.008946824880790792","1.0","1.0","4","1","3","0.625","0.625"
"group_13462","","hypothetical protein","1","3","178","26","0.5586592178770949","89.65517241379311","0.04868913857677903","0.008946824880790792","1.0","1.0","4","1","3","0.625","0.625"
"recX","","Regulatory protein RecX","170","23","9","6","94.97206703910615","20.689655172413794","4.927536231884058","0.008956326692883222","1.0","1.0","5","2","4","0.375","1.0"
"group_6131","","hypothetical protein","9","6","170","23","5.027932960893855","79.3103448275862","0.20294117647058824","0.008956326692883222","1.0","1.0","5","2","3","1.0","1.0"
"group_6357","","hypothetical protein","9","6","170","23","5.027932960893855","79.3103448275862","0.20294117647058824","0.008956326692883222","1.0","1.0","2","2","1","0.5","1.0"
"rutE","","putative malonic semialdehyde reductase RutE","61","3","118","26","34.07821229050279","89.65517241379311","4.480225988700565","0.009077580314641946","1.0","1.0","16","13","3","0.021270751953125","0.021270751953125"
"group_1876","","hypothetical protein","76","20","103","9","42.45810055865922","31.03448275862069","0.3320388349514563","0.009159973921206346","1.0","1.0","17","7","12","0.14346313476562497","0.629058837890625"
"bluR","","hypothetical protein","131","14","48","15","73.18435754189943","51.724137931034484","2.924107142857143","0.009223813248177778","1.0","1.0","13","7","8","0.5810546875","0.9999999999999999"
"group_6618","","hypothetical protein","6","5","173","24","3.35195530726257","82.75862068965517","0.16647398843930636","0.009512447590298406","1.0","1.0","5","4","3","0.375","1.0"
"group_6897","","hypothetical protein","6","5","173","24","3.35195530726257","82.75862068965517","0.16647398843930636","0.009512447590298406","1.0","1.0","5","3","2","1.0","1.0"
"group_6901","","hypothetical protein","6","5","173","24","3.35195530726257","82.75862068965517","0.16647398843930636","0.009512447590298406","1.0","1.0","4","3","1","0.625","0.625"
"group_6973","","hypothetical protein","6","5","173","24","3.35195530726257","82.75862068965517","0.16647398843930636","0.009512447590298406","1.0","1.0","11","6","5","0.9999999999999997","0.9999999999999997"
"steT_1","","Serine/threonine exchanger SteT","6","5","173","24","3.35195530726257","82.75862068965517","0.16647398843930636","0.009512447590298406","1.0","1.0","5","3","3","1.0","1.0"
"group_7110","","hypothetical protein","6","5","173","24","3.35195530726257","82.75862068965517","0.16647398843930636","0.009512447590298406","1.0","1.0","5","4","4","0.375","0.375"
"group_7215","","hypothetical protein","6","5","173","24","3.35195530726257","82.75862068965517","0.16647398843930636","0.009512447590298406","1.0","1.0","3","3","1","0.25","1.0"
"group_7566","","hypothetical protein","6","5","173","24","3.35195530726257","82.75862068965517","0.16647398843930636","0.009512447590298406","1.0","1.0","3","3","1","0.25","1.0"
"spmT","","hypothetical protein","31","0","148","29","17.318435754189945","100.0","inf","0.009948810584979977","1.0","1.0","9","9","0","0.00390625","0.00390625"
"group_3747","","hypothetical protein","31","0","148","29","17.318435754189945","100.0","inf","0.009948810584979977","1.0","1.0","6","6","0","0.03125","0.03125"
"cas6f","","CRISPR-associated endonuclease Cas6/Csy4","31","0","148","29","17.318435754189945","100.0","inf","0.009948810584979977","1.0","1.0","16","16","0","3.0517578125e-05","3.0517578125e-05"
"iraP","","Anti-adapter protein IraP","32","0","147","29","17.877094972067038","100.0","inf","0.010053997612617887","1.0","1.0","3","3","0","0.25","0.25"
"yciF","","Protein YciF","32","0","147","29","17.877094972067038","100.0","inf","0.010053997612617887","1.0","1.0","7","7","0","0.015625","0.015625"
"group_4026","","hypothetical protein","32","0","147","29","17.877094972067038","100.0","inf","0.010053997612617887","1.0","1.0","5","5","0","0.0625","0.0625"
"kdgT","","2-keto-3-deoxygluconate permease","30","0","149","29","16.75977653631285","100.0","inf","0.010273504212194258","1.0","1.0","6","6","0","0.03125","0.03125"
"group_3855","","hypothetical protein","23","10","156","19","12.849162011173185","65.51724137931035","0.28012820512820513","0.010600448056220558","1.0","1.0","10","7","5","0.3437499999999999","1.0"
"group_4427","","hypothetical protein","13","7","166","22","7.262569832402235","75.86206896551724","0.24612736660929432","0.010605547448922996","1.0","1.0","3","1","2","1.0","1.0"
"cqsA","","CAI-1 autoinducer synthase","13","7","166","22","7.262569832402235","75.86206896551724","0.24612736660929432","0.010605547448922996","1.0","1.0","9","5","4","1.0","1.0"
"pepO_2","","Neutral endopeptidase","52","2","127","27","29.05027932960894","93.10344827586206","5.52755905511811","0.011014043044093978","1.0","1.0","10","10","2","0.001953125","0.10937500000000003"
"group_3954","","hypothetical protein","24","10","155","19","13.40782122905028","65.51724137931035","0.29419354838709677","0.011607318934621967","1.0","1.0","13","8","7","0.5810546875","0.9999999999999999"
"ybhC","","hypothetical protein","42","1","137","28","23.463687150837988","96.55172413793103","8.583941605839415","0.011981393288557482","1.0","1.0","8","8","1","0.0078125","0.0703125"
"metE_1","","hypothetical protein","42","1","137","28","23.463687150837988","96.55172413793103","8.583941605839415","0.011981393288557482","1.0","1.0","8","8","1","0.0078125","0.0703125"
"eamA","","putative amino-acid metabolite efflux pump","136","15","43","14","75.97765363128491","48.275862068965516","2.951937984496124","0.012086344993947217","1.0","1.0","17","13","5","0.049041748046874986","0.14346313476562497"
"group_3434","","hypothetical protein","30","11","149","18","16.75977653631285","62.06896551724138","0.32946918852959123","0.012124428010876728","1.0","1.0","4","3","3","0.625","0.625"
"ydbD","","putative manganese catalase","43","1","136","28","24.022346368715084","96.55172413793103","8.852941176470589","0.012181175396733671","1.0","1.0","9","9","1","0.00390625","0.0390625"
"group_5804","","hypothetical protein","10","6","169","23","5.58659217877095","79.3103448275862","0.22682445759368836","0.01290974679297566","1.0","1.0","3","2","1","1.0","1.0"
"pafA","","Alkaline phosphatase PafA","10","6","169","23","5.58659217877095","79.3103448275862","0.22682445759368836","0.01290974679297566","1.0","1.0","8","6","4","0.2890624999999999","1.0"
"ecfT","","Energy-coupling factor transporter transmembrane protein EcfT","10","6","169","23","5.58659217877095","79.3103448275862","0.22682445759368836","0.01290974679297566","1.0","1.0","4","3","1","0.625","0.625"
"group_5937","","hypothetical protein","10","6","169","23","5.58659217877095","79.3103448275862","0.22682445759368836","0.01290974679297566","1.0","1.0","4","3","1","0.625","0.625"
"group_6899","","Putative pseudouridine methyltransferase","10","6","169","23","5.58659217877095","79.3103448275862","0.22682445759368836","0.01290974679297566","1.0","1.0","5","4","1","0.375","0.375"
"group_7957","","hypothetical protein","10","6","169","23","5.58659217877095","79.3103448275862","0.22682445759368836","0.01290974679297566","1.0","1.0","4","3","1","0.625","0.625"
"phnO","","hypothetical protein","154","19","25","10","86.03351955307262","34.48275862068966","3.2421052631578946","0.013100519717584625","1.0","1.0","16","9","9","0.8036193847656252","0.8036193847656252"
"group_3270","","Putative lipoprotein/NMB1162","34","12","145","17","18.994413407821227","58.620689655172406","0.332183908045977","0.013792234578901368","1.0","1.0","14","6","8","0.7905273437500004","0.7905273437500004"
"group_3374","","hypothetical protein","34","12","145","17","18.994413407821227","58.620689655172406","0.332183908045977","0.013792234578901368","1.0","1.0","14","6","8","0.7905273437500004","0.7905273437500004"
"group_3472","","Putative lipoprotein/NMB1164","34","12","145","17","18.994413407821227","58.620689655172406","0.332183908045977","0.013792234578901368","1.0","1.0","14","6","8","0.7905273437500004","0.7905273437500004"
"group_5008","","hypothetical protein","14","7","165","22","7.82122905027933","75.86206896551724","0.26666666666666666","0.014336690785855605","1.0","1.0","7","5","3","0.4531249999999996","0.9999999999999998"
"group_5151","","hypothetical protein","14","7","165","22","7.82122905027933","75.86206896551724","0.26666666666666666","0.014336690785855605","1.0","1.0","7","5","2","0.4531249999999996","0.4531249999999996"
"group_11502","","hypothetical protein","4","4","175","25","2.2346368715083798","86.20689655172413","0.14285714285714285","0.014530183768468917","1.0","1.0","1","1","1","1.0","1.0"
"group_7414","","hypothetical protein","4","4","175","25","2.2346368715083798","86.20689655172413","0.14285714285714285","0.014530183768468917","1.0","1.0","5","2","4","0.375","1.0"
"group_7659","","hypothetical protein","4","4","175","25","2.2346368715083798","86.20689655172413","0.14285714285714285","0.014530183768468917","1.0","1.0","6","4","2","0.6875000000000002","0.6875000000000002"
"group_8193","","hypothetical protein","4","4","175","25","2.2346368715083798","86.20689655172413","0.14285714285714285","0.014530183768468917","1.0","1.0","5","4","2","0.375","1.0"
"group_8311","","hypothetical protein","4","4","175","25","2.2346368715083798","86.20689655172413","0.14285714285714285","0.014530183768468917","1.0","1.0","3","2","2","1.0","1.0"
"group_8318","","hypothetical protein","4","4","175","25","2.2346368715083798","86.20689655172413","0.14285714285714285","0.014530183768468917","1.0","1.0","5","3","4","0.375","1.0"
"group_8463","","hypothetical protein","4","4","175","25","2.2346368715083798","86.20689655172413","0.14285714285714285","0.014530183768468917","1.0","1.0","4","2","3","0.625","1.0"
"group_8612","","hypothetical protein","4","4","175","25","2.2346368715083798","86.20689655172413","0.14285714285714285","0.014530183768468917","1.0","1.0","1","1","1","1.0","1.0"
"group_8615","","hypothetical protein","4","4","175","25","2.2346368715083798","86.20689655172413","0.14285714285714285","0.014530183768468917","1.0","1.0","1","1","1","1.0","1.0"
"group_8617","","hypothetical protein","4","4","175","25","2.2346368715083798","86.20689655172413","0.14285714285714285","0.014530183768468917","1.0","1.0","1","1","1","1.0","1.0"
"group_8620","","hypothetical protein","4","4","175","25","2.2346368715083798","86.20689655172413","0.14285714285714285","0.014530183768468917","1.0","1.0","1","1","1","1.0","1.0"
"group_8621","","hypothetical protein","4","4","175","25","2.2346368715083798","86.20689655172413","0.14285714285714285","0.014530183768468917","1.0","1.0","1","1","1","1.0","1.0"
"group_8946","","hypothetical protein","4","4","175","25","2.2346368715083798","86.20689655172413","0.14285714285714285","0.014530183768468917","1.0","1.0","4","3","3","0.625","0.625"
"group_9149","","hypothetical protein","4","4","175","25","2.2346368715083798","86.20689655172413","0.14285714285714285","0.014530183768468917","1.0","1.0","4","1","3","0.625","0.625"
"group_9220","","hypothetical protein","4","4","175","25","2.2346368715083798","86.20689655172413","0.14285714285714285","0.014530183768468917","1.0","1.0","3","2","2","1.0","1.0"
"rseA","","Anti-sigma-E factor RseA","172","24","7","5","96.08938547486034","17.24137931034483","5.119047619047619","0.01469324458249211","1.0","1.0","3","3","2","0.25","1.0"
"hcnC","","D-amino acid dehydrogenase","7","5","172","24","3.910614525139665","82.75862068965517","0.19534883720930232","0.01469324458249211","1.0","1.0","8","4","5","0.7265625000000002","1.0"
"group_6903","","hypothetical protein","7","5","172","24","3.910614525139665","82.75862068965517","0.19534883720930232","0.01469324458249211","1.0","1.0","3","3","1","0.25","1.0"
"group_6907","","hypothetical protein","7","5","172","24","3.910614525139665","82.75862068965517","0.19534883720930232","0.01469324458249211","1.0","1.0","3","2","1","1.0","1.0"
"group_7580","","hypothetical protein","7","5","172","24","3.910614525139665","82.75862068965517","0.19534883720930232","0.01469324458249211","1.0","1.0","4","3","1","0.625","0.625"
"yqjZ","","putative protein YqjZ","88","7","91","22","49.162011173184354","75.86206896551724","3.0392464678178963","0.015207909839243049","1.0","1.0","20","16","5","0.011817932128906248","0.04138946533203125"
"ybhN","","Inner membrane protein YbhN","80","6","99","23","44.6927374301676","79.3103448275862","3.0976430976430978","0.015251007954883905","1.0","1.0","9","8","2","0.0390625","0.17968750000000003"
"group_1318","","hypothetical protein","92","22","87","7","51.39664804469274","24.137931034482758","0.33646812957157785","0.015798400777563393","1.0","1.0","18","6","12","0.23788452148437486","0.23788452148437486"
"group_1851","","hypothetical protein","80","20","99","9","44.6927374301676","31.03448275862069","0.36363636363636365","0.016908588511347522","1.0","1.0","17","7","12","0.14346313476562497","0.629058837890625"
"csy1","","CRISPR-associated protein Csy2","28","0","151","29","15.64245810055866","100.0","inf","0.017163029620523556","1.0","1.0","16","16","0","3.0517578125e-05","3.0517578125e-05"
"group_4191","","hypothetical protein","28","0","151","29","15.64245810055866","100.0","inf","0.017163029620523556","1.0","1.0","9","9","0","0.00390625","0.00390625"
"group_4416","","hypothetical protein","28","0","151","29","15.64245810055866","100.0","inf","0.017163029620523556","1.0","1.0","5","5","0","0.0625","0.0625"
"group_3853","","hypothetical protein","29","0","150","29","16.201117318435752","100.0","inf","0.017406801946679797","1.0","1.0","6","6","0","0.03125","0.03125"
"group_4091","dapE_2","Succinyl-diaminopimelate desuccinylase","29","0","150","29","16.201117318435752","100.0","inf","0.017406801946679797","1.0","1.0","10","10","0","0.001953125","0.001953125"
"group_2005","","hypothetical protein","27","0","152","29","15.083798882681565","100.0","inf","0.017628172164537423","1.0","1.0","8","8","0","0.0078125","0.0078125"
"virB1","","hypothetical protein","27","0","152","29","15.083798882681565","100.0","inf","0.017628172164537423","1.0","1.0","10","10","0","0.001953125","0.001953125"
"group_4405","","hypothetical protein","27","0","152","29","15.083798882681565","100.0","inf","0.017628172164537423","1.0","1.0","6","6","0","0.03125","0.03125"
"phnA","","hypothetical protein","27","0","152","29","15.083798882681565","100.0","inf","0.017628172164537423","1.0","1.0","5","5","0","0.0625","0.0625"
"pptA","","Tautomerase PptA","27","0","152","29","15.083798882681565","100.0","inf","0.017628172164537423","1.0","1.0","7","7","0","0.015625","0.015625"
"group_5502","","hypothetical protein","11","6","168","23","6.145251396648044","79.3103448275862","0.2509920634920635","0.01797132252718757","1.0","1.0","9","7","4","0.17968750000000003","1.0"
"group_5732","","hypothetical protein","11","6","168","23","6.145251396648044","79.3103448275862","0.2509920634920635","0.01797132252718757","1.0","1.0","4","2","2","1.0","1.0"
"group_5753","","hypothetical protein","11","6","168","23","6.145251396648044","79.3103448275862","0.2509920634920635","0.01797132252718757","1.0","1.0","7","4","3","0.9999999999999998","0.9999999999999998"
"group_5935","","hypothetical protein","11","6","168","23","6.145251396648044","79.3103448275862","0.2509920634920635","0.01797132252718757","1.0","1.0","4","3","1","0.625","0.625"
"group_336","","hypothetical protein","158","20","21","9","88.26815642458101","31.03448275862069","3.3857142857142857","0.018371097768425694","1.0","1.0","10","8","5","0.10937500000000003","1.0"
"group_1989","","hypothetical protein","65","4","114","25","36.312849162011176","86.20689655172413","3.56359649122807","0.018686075170153377","1.0","1.0","10","9","3","0.021484374999999997","0.3437499999999999"
"group_11545","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_14793","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","1","0","1","1.0","1.0"
"group_14803","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_14804","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","1","0","1","1.0","1.0"
"group_15026","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_15244","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_16143","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_16474","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_17368","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_17369","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_17371","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_17372","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_17373","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_17421","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_17422","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_17684","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_17698","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_17719","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_17730","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_17732","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_17773","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_17990","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_17991","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_17992","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_17998","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_17999","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_18004","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_18708","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_18712","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_18717","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_18723","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_19055","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","1","0","1","1.0","1.0"
"group_19057","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","1","0","1","1.0","1.0"
"group_19058","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","1","0","1","1.0","1.0"
"group_19060","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","1","0","1","1.0","1.0"
"group_19061","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","1","0","1","1.0","1.0"
"group_19062","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","1","0","1","1.0","1.0"
"group_19063","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","1","0","1","1.0","1.0"
"group_19064","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","1","0","1","1.0","1.0"
"group_19065","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","1","0","1","1.0","1.0"
"group_19066","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","1","0","1","1.0","1.0"
"group_19067","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","1","0","1","1.0","1.0"
"group_19068","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","1","0","1","1.0","1.0"
"group_19069","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_19070","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_19071","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_19072","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"gbpA_3","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","1","0","1","1.0","1.0"
"group_19077","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","1","0","1","1.0","1.0"
"group_19081","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","1","0","1","1.0","1.0"
"group_19082","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","1","0","1","1.0","1.0"
"group_19437","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_19438","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_19442","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_19473","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_20220","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_20241","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_20245","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_20248","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_20251","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_20569","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_20593","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_20595","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_20778","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_20868","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"btrK","","L-glutamyl-[BtrI acyl-carrier protein] decarboxylase","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_21929","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_21939","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_21981","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_22610","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_22647","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_22796","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_22800","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_22801","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_22803","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_22804","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_22820","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_23309","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_23316","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_23320","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_23321","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_23808","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_23812","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_24049","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
